id,orig_word_count,orig_sentence_count,orig_avg_sentence_length,orig_avg_word_length,orig_unique_word_ratio,orig_content_word_ratio,orig_punctuation_count,orig_capital_letter_ratio,summ_word_count,summ_sentence_count,summ_avg_sentence_length,summ_avg_word_length,summ_unique_word_ratio,summ_content_word_ratio,summ_punctuation_count,summ_capital_letter_ratio
89,96,4,24.0,5.28125,0.6979166666666666,0.5729166666666666,14,0.006802721088435374,46,1,46.0,5.413043478260869,0.8043478260869565,0.6086956521739131,3,0.006872852233676976
90,98,3,32.666666666666664,5.122448979591836,0.7142857142857143,0.5510204081632653,15,0.005136986301369863,95,1,95.0,5.252631578947368,0.7263157894736842,0.5684210526315789,12,0.0051635111876075735
91,102,4,25.5,4.754901960784314,0.7156862745098039,0.5588235294117647,15,0.010619469026548672,52,1,52.0,4.788461538461538,0.8269230769230769,0.5961538461538461,7,0.013745704467353952
92,94,4,23.5,5.117021276595745,0.7021276595744681,0.5531914893617021,15,0.016100178890876567,52,1,52.0,5.3076923076923075,0.7692307692307693,0.5384615384615384,6,0.021806853582554516
93,94,4,23.5,5.351063829787234,0.7127659574468085,0.5319148936170213,13,0.012006861063464836,61,1,61.0,5.19672131147541,0.7377049180327869,0.5081967213114754,6,0.013477088948787063
94,97,4,24.25,4.804123711340206,0.711340206185567,0.5567010309278351,13,0.007312614259597806,53,1,53.0,5.2075471698113205,0.7924528301886793,0.6037735849056604,5,0.006191950464396285
95,97,3,32.333333333333336,5.536082474226804,0.6597938144329897,0.5773195876288659,15,0.00487012987012987,94,1,94.0,5.680851063829787,0.6702127659574468,0.5957446808510638,12,0.004893964110929853
96,93,4,23.25,5.634408602150538,0.7204301075268817,0.5806451612903226,12,0.009966777408637873,47,1,47.0,5.297872340425532,0.8297872340425532,0.5957446808510638,4,0.01384083044982699
97,100,6,16.666666666666668,5.07,0.66,0.5,13,0.011884550084889643,42,1,42.0,5.142857142857143,0.7380952380952381,0.5,4,0.015810276679841896
98,97,4,24.25,5.474226804123711,0.711340206185567,0.5360824742268041,15,0.006535947712418301,36,1,36.0,5.583333333333333,0.8333333333333334,0.5833333333333334,4,0.008620689655172414
99,97,4,24.25,5.804123711340206,0.7319587628865979,0.5876288659793815,16,0.006220839813374806,52,1,52.0,5.8076923076923075,0.75,0.5576923076923077,10,0.0058309037900874635
100,93,4,23.25,5.247311827956989,0.6989247311827957,0.5053763440860215,11,0.007029876977152899,59,1,59.0,5.338983050847458,0.7288135593220338,0.5254237288135594,6,0.005449591280653951
101,97,3,32.333333333333336,4.917525773195877,0.6494845360824743,0.4948453608247423,13,0.008928571428571428,94,1,94.0,5.042553191489362,0.6595744680851063,0.5106382978723404,10,0.008976660682226212
102,87,3,29.0,5.655172413793103,0.7701149425287356,0.5862068965517241,11,0.005291005291005291,84,1,84.0,5.821428571428571,0.7857142857142857,0.6071428571428571,8,0.005319148936170213
103,86,4,21.5,5.151162790697675,0.6395348837209303,0.5581395348837209,7,0.02111324376199616,50,1,50.0,5.08,0.82,0.58,3,0.02
104,83,3,27.666666666666668,5.566265060240964,0.7349397590361446,0.5421686746987951,6,0.0055762081784386614,80,1,80.0,5.7375,0.75,0.5625,3,0.005607476635514018
105,94,4,23.5,4.659574468085107,0.6170212765957447,0.4574468085106383,6,0.022857142857142857,46,1,46.0,4.369565217391305,0.717391304347826,0.41304347826086957,1,0.0163265306122449
106,85,4,21.25,5.376470588235295,0.7647058823529411,0.6352941176470588,7,0.00749063670411985,35,1,35.0,5.142857142857143,0.8857142857142857,0.6285714285714286,1,0.009389671361502348
107,86,3,28.666666666666668,5.069767441860465,0.6744186046511628,0.5465116279069767,12,0.005893909626719057,83,1,83.0,5.216867469879518,0.6867469879518072,0.5662650602409639,9,0.005928853754940711
108,77,4,19.25,5.597402597402597,0.7792207792207793,0.5584415584415584,10,0.012072434607645875,29,1,29.0,6.241379310344827,0.896551724137931,0.5172413793103449,0,0.009569377990430622
109,79,4,19.75,5.860759493670886,0.6835443037974683,0.5822784810126582,11,0.007547169811320755,42,1,42.0,6.023809523809524,0.7142857142857143,0.5952380952380952,3,0.006872852233676976
110,89,4,22.25,4.52808988764045,0.6067415730337079,0.5168539325842697,7,0.008438818565400843,34,1,34.0,4.9411764705882355,0.7058823529411765,0.5294117647058824,0,0.009950248756218905
111,80,4,20.0,4.75,0.7,0.5375,11,0.008908685968819599,37,1,37.0,4.8108108108108105,0.8108108108108109,0.5405405405405406,2,0.009433962264150943
112,86,3,28.666666666666668,5.058139534883721,0.627906976744186,0.47674418604651164,10,0.0058823529411764705,83,1,83.0,5.204819277108434,0.6385542168674698,0.4939759036144578,7,0.005917159763313609
113,82,3,27.333333333333332,5.012195121951219,0.7439024390243902,0.5609756097560976,11,0.018789144050104383,79,1,79.0,5.1645569620253164,0.759493670886076,0.5822784810126582,8,0.018907563025210083
114,91,4,22.75,4.549450549450549,0.6263736263736264,0.4725274725274725,8,0.00816326530612245,44,1,44.0,4.568181818181818,0.7954545454545454,0.4772727272727273,3,0.00851063829787234
115,81,4,20.25,5.320987654320987,0.6296296296296297,0.5185185185185185,10,0.00808080808080808,45,1,45.0,5.4,0.6888888888888889,0.4888888888888889,4,0.007067137809187279
116,86,4,21.5,4.686046511627907,0.6162790697674418,0.46511627906976744,8,0.027426160337552744,46,1,46.0,4.673913043478261,0.717391304347826,0.4782608695652174,2,0.007751937984496124
117,91,4,22.75,4.945054945054945,0.6813186813186813,0.45054945054945056,8,0.007518796992481203,49,1,49.0,4.959183673469388,0.7959183673469388,0.46938775510204084,1,0.006896551724137931
118,76,3,25.333333333333332,6.118421052631579,0.7763157894736842,0.6052631578947368,6,0.005628517823639775,73,1,73.0,6.328767123287672,0.7945205479452054,0.6301369863013698,3,0.005660377358490566
119,91,4,22.75,4.736263736263736,0.6703296703296703,0.5494505494505495,6,0.03300970873786408,48,1,48.0,4.4375,0.6875,0.5208333333333334,2,0.03875968992248062
120,96,3,32.0,4.96875,0.65625,0.59375,12,0.030357142857142857,93,1,93.0,5.096774193548387,0.6666666666666666,0.6129032258064516,9,0.03052064631956912
121,90,4,22.5,5.311111111111111,0.7222222222222222,0.5777777777777777,10,0.010771992818671455,46,1,46.0,4.891304347826087,0.7391304347826086,0.5434782608695652,6,0.015151515151515152
122,90,3,30.0,5.1,0.6888888888888889,0.5222222222222223,15,0.005628517823639775,87,1,87.0,5.241379310344827,0.7011494252873564,0.5402298850574713,12,0.005660377358490566
123,91,3,30.333333333333332,4.758241758241758,0.6593406593406593,0.5054945054945055,9,0.015625,88,1,88.0,4.886363636363637,0.6704545454545454,0.5227272727272727,6,0.015717092337917484
124,83,3,27.666666666666668,5.891566265060241,0.7108433734939759,0.5903614457831325,13,0.005376344086021506,80,1,80.0,6.075,0.725,0.6125,10,0.005405405405405406
125,94,3,31.333333333333332,4.957446808510638,0.723404255319149,0.5638297872340425,10,0.02185792349726776,91,1,91.0,5.087912087912088,0.7362637362637363,0.5824175824175825,7,0.02197802197802198
126,86,4,21.5,5.430232558139535,0.7441860465116279,0.5697674418604651,10,0.014814814814814815,33,1,33.0,5.666666666666667,0.8787878787878788,0.6060606060606061,3,0.027777777777777776
127,87,3,29.0,5.333333333333333,0.6781609195402298,0.5057471264367817,8,0.005535055350553505,84,1,84.0,5.488095238095238,0.6904761904761905,0.5238095238095238,5,0.0055658627087198514
128,80,3,26.666666666666668,5.85,0.7625,0.6125,6,0.0166358595194085,77,1,77.0,6.038961038961039,0.7792207792207793,0.6363636363636364,3,0.016728624535315983
129,86,3,28.666666666666668,5.523255813953488,0.7325581395348837,0.5465116279069767,10,0.018148820326678767,57,1,57.0,5.4035087719298245,0.7368421052631579,0.5263157894736842,4,0.005555555555555556
130,86,4,21.5,5.186046511627907,0.7209302325581395,0.5697674418604651,13,0.007751937984496124,33,1,33.0,4.96969696969697,0.7878787878787878,0.5454545454545454,6,0.010638297872340425
131,87,4,21.75,5.436781609195402,0.735632183908046,0.5747126436781609,14,0.007339449541284404,29,1,29.0,5.586206896551724,0.8275862068965517,0.6206896551724138,5,0.010810810810810811
132,91,3,30.333333333333332,4.846153846153846,0.7142857142857143,0.5274725274725275,9,0.007692307692307693,88,1,88.0,4.9772727272727275,0.7272727272727273,0.5454545454545454,6,0.007736943907156673
133,87,4,21.75,5.402298850574713,0.7586206896551724,0.5977011494252874,14,0.016574585635359115,30,1,30.0,5.133333333333334,0.9333333333333333,0.6333333333333333,3,0.022222222222222223
134,89,4,22.25,4.606741573033708,0.7303370786516854,0.550561797752809,13,0.008247422680412371,44,1,44.0,4.909090909090909,0.8636363636363636,0.5909090909090909,4,0.00784313725490196
135,86,3,28.666666666666668,5.744186046511628,0.7209302325581395,0.5697674418604651,8,0.005253940455341506,83,1,83.0,5.9156626506024095,0.7349397590361446,0.5903614457831325,5,0.00528169014084507
136,89,4,22.25,5.235955056179775,0.7191011235955056,0.5617977528089888,14,0.0074487895716946,28,1,28.0,6.035714285714286,0.8571428571428571,0.6428571428571429,3,0.010362694300518135
137,89,3,29.666666666666668,5.0,0.7415730337078652,0.5730337078651685,10,0.011472275334608031,86,1,86.0,5.1395348837209305,0.7558139534883721,0.5930232558139535,7,0.011538461538461539
138,87,4,21.75,5.436781609195402,0.7586206896551724,0.5862068965517241,7,0.016304347826086956,36,1,36.0,5.333333333333333,0.8611111111111112,0.4722222222222222,2,0.013333333333333334
